streak#,date,startTime,runningTime(min),Distance(mile),Shoes,temperature(C),weather
0470,20210303,06:59 am,18,2.1,Barefoot,02,Sunny
0469,20210302,06:55 am,18,1.9,Barefoot,06,Cloudy
0468,20210301,07:10 am,18,2.0,Barefoot,05,Cloudy
0467,20210228,01:50 pm,19,2.3,Barefoot,08,Cloudy
0466,20210227,05:33 am,11,1.3,Barefoot,08,Cloudy
0465,20210226,02:04 pm,16,1.9,Barefoot,08,Cloudy
0464,20210225,07:10 am,14,1.5,Barefoot,03,Cloudy
0463,20210224,07:04 am,15,1.7,Barefoot,01,Cloudy
0462,20210223,07:10 am,20,2.2,Barefoot,02,Cloudy
0461,20210222,09:30 am,19,2.2,Barefoot,09,Rainy
0460,20210221,08:05 am,21,2.4,Barefoot,06,Cloudy
0459,20210220,11:38 am,32,4.0,Barefoot,05,Cloudy
0458,20210219,06:58 am,16,1.9,Barefoot,06,Cloudy
0457,20210218,06:52 pm,22,2.5,Barefoot,05,Cloudy
0456,20210217,05:40 pm,39,4.6,Barefoot,06,Clear
0454,20210216,07:20 pm,16,1.9,Barefoot,07,Clear
0453,20210215,12:38 pm,36,3.8,Barefoot,05,Cloudy
0452,20210214,09:20 am,14,1.6,Barefoot,00,Snowy
0451,20210213,08:13 am,14,1.6,Barefoot,-02,Snowy
0450,20210212,10:52 am,13,1.7,Barefoot,00,Cloudy
0449,20210211,02:05 pm,13,1.7,Barefoot,01,Snowy
0448,20210210,06:45 am,20,2.2,Barefoot,00,Cloudy
0447,20210209,09:19 pm,18,2.1,Barefoot,04,Cloudy
0446,20210208,02:10 pm,16,2.0,Barefoot,04,Cloudy
0445,20210207,09:56 am,40,4.8,Barefoot,04,Cloudy
0444,20210206,12:27 pm,28,3.4,Barefoot,06,Cloudy
0443,20210205,01:48 pm,15,1.9,Barefoot,08,Cloudy
0442,20210204,08:21 am,36,3.8,Barefoot,06,Rainy
0441,20210203,08:22 am,36,3.7,Barefoot,04,Rainy
0440,02210202,08:24 am,38,3.8,Barefoot,05,Rainy
0439,20210201,08:25 am,39,3.8,Barefoot,08,Rainy
0438,20210131,05:07 pm,41,4.7,Barefoot,07,Rainy
0437,20210130,01:23 pm,55,6.9,Barefoot,07,Cloudy
0436,20210129,01:53 pm,15,1.9,Barefoot,07,Sunny
0435,20210128,08:11 am,35,3.8,Barefoot,04,Rainy
0434,20210127,08:20 am,36,3.8,Barefoot,02,Rainy
0433,20210126,08:21 am,36,3.7,Barefoot,02,Cloudy
0432,20210125,08:25 am,33,3.7,Barefoot,03,Cloudy
0431,20210124,03:24 pm,32,4.2,Barefoot,04,Rainy
0430,20210123,02:32 pm,32,4.3,Barefoot,04,Sunny
0429,20210122,02:19 pm,16,2.2,Barefoot,07,Sunny
0428,20210121,08:13 am,35,3.7,Barefoot,05,Cloudy
0427,20210120,08:26 am,35,3.8,Barefoot,03,Cloudy
0426,20210119,08:11 am,37,3.8,Barefoot,02,Cloudy
0425,20210118,05:40 pm,22,2.0,Barefoot,06,Clear
0424,20210117,11:08 am,29,4.0,Barefoot,08,Cloudy
0423,20210116,05:00 pm,36,3.9,Barefoot,06,Cloudy
0422,20210115,08:54 am,16,1.8,Barefoot,07,Cloudy
0421,20210114,08:19 am,36,3.6,Barefoot,04,Cloudy
0420,20210113,08:17 am,36,3.7,Barefoot,06,Sunny
0419,20210112,08:19 am,36,3.8,Barefoot,10,Rainy
0418,20210111,08:17 am,38,3.8,Barefoot,07,Rainy
0417,20210110,06:49 pm,14,1.7,Barefoot,10,Cloudy
0416,20210109,06:04 pm,21,1.8,Barefoot,06,Cloudy
0415,20210108,01:11 pm,37,3.8,Barefoot,07,Rainy
0414,20210107,08:14 am,37,3.8,Barefoot,07,Cloudy
0413,20210106,08:18 am,38,3.7,Barefoot,07,Cloudy
0412,20210105,08:11 am,38,3.7,Barefoot,07,Cloudy
0411,20210104,05:12 pm,41,3.9,Barefoot,07,Cloudy
0410,20210103,10:31 am,31,4.0,Barefoot,05,Rainy
0409,20210102,10:51 am,31,4.1,Barefoot,07,Rainy
0408,20210101,10:22 am,31,4.0,Barefoot,06,Cloudy
