streak#,date,startTime,runningTime(min),Distance(mile),Shoes,temperature(C),weather
1196,20230227,09:47 am,16,1.81,VaporGlove3,02,Snowy
1195,20230226,12:49 pm,16,1.65,VaporGlove3,06,Sunny
1194,20230225,12:20 pm,16,1.78,VaporGlove3,04,Cloudy
1193,20230224,10:12 am,16,1.66,VaporGlove3,00,Sunny
1192,20230223,09:46 am,16,1.68,VaporGlove3,01,Cloudy
1191,20230222,05:50 pm,18,2.23,VaporGlove3,01,Cloudy
1190,20230221,09:22 am,17,1.51,VaporGlove3,05,Cloudy
1189,20230220,11:12 am,17,1.51,VaporGlove3,08,Rainy
1188,20230219,10:09 am,17,1.68,VaporGlove3,05,Cloudy
1187,20230218,11:19 am,16,1.73,VaporGlove3,06,Cloudy
1186,20230217,10:23 am,16,1.71,VaporGlove3,05,Cloudy
1185,20230216,02:26 pm,16,1.68,VaporGlove3,07,Cloudy
1184,20230215,01:22 pm,16,1.66,VaporGlove3,06,Sunny
1183,20230214,11:00 am,16,1.68,VaporGlove3,06,Sunny
1182,20230213,11:59 am,16,1.74,VaporGlove3,01,Sunny
1181,20230212,11:27 am,15,1.72,VaporGlove3,05,Sunny
1180,20230211,08:59 am,15,1.65,VaporGlove3,03,Sunny
1179,20230210,02:13 pm,15,1.52,VaporGlove3,12,Sunny
1178,20230209,02:26 pm,17,1.88,VaporGlove3,13,Sunny
1177,20230208,10:32 am,16,1.79,VaporGlove3,06,Cloudy
1176,20230207,11:00 am,15,1.68,VaporGlove3,08,Cloudy
1175,20230206,09:51 am,16,1.72,VaporGlove3,09,Cloudy
1174,20230205,09:20 am,16,1.70,VaporGlove3,08,Cloudy
1173,20230204,11:32 am,15,1.81,VaporGlove3,09,Cloudy
1172,20230203,09:43 am,15,1.66,VaporGlove3,06,Cloudy
1171,20230202,12:02 pm,15,1.69,VaporGlove3,08,Sunny
1170,20230201,11:25 am,16,1.67,VaporGlove3,06,Cloudy
1169,20230131,09:28 am,16,1.69,VaporGlove3,01,Sunny
1168,20230130,09:06 am,15,1.67,VaporGlove3,-2,Sunny
1167,20230129,09:54 am,20,2.21,Barefoot,01,Sunny
1166,20230128,06:08 pm,23,2.63,Barefoot,06,Cloudy
1165,20230127,12:15 pm,16,1.68,Barefoot,07,Cloudy
1164,20230126,09:28 am,16,1.64,Barefoot,06,Cloudy
1163,20230125,09:51 am,16,1.66,Barefoot,06,Cloudy
1162,20230124,01:46 pm,28,3.50,Barefoot,06,Cloudy
1161,20230123,04:58 pm,27,3.48,Barefoot,07,Cloudy
1160,20230122,04:14 pm,15,1.67,Barefoot,07,Cloudy
1159,20230121,09:12 am,15,1.55,Barefoot,02,Cloudy
1158,20230120,02:21 pm,17,1.99,Barefoot,07,Sunny
1157,20230119,11:13 pm,16,1.63,Barefoot,04,Cloudy
1156,20230118,12:41 pm,16,1.66,Barefoot,06,Cloudy
1155,20230117,09:11 am,30,3.25,Barefoot,06,Cloudy
1154,20230116,12:40 pm,33,3.51,Barefoot,09,Sunny
1153,20230115,10:08 am,17,1.70,Barefoot,08,Barefoot
1152,20230114,09:25 am,15,1.61,Barefoot,08,Barefoot
1151,20230113,09:46 am,41,5.40,VaporGlove3,10,Cloudy
1150,20230112,09:15 am,32,4.01,VaporGlove3,08,Rainy
1149,20230111,09:16 am,29,3.45,Barefoot,08,Sunny
1148,20230110,11:35 am,15,1.58,VaporGlove3,09,Sunny
1148,20230110,07:13 am,32,3.55,Barefoot,06,Cloudy
1147,20230109,12:50 pm,15,1.5,VaporGlove3,10,Cloudy
1147,20230109,06:51 am,71,8.4,Barefoot,07,Cloudy
1146,20230108,03:34 pm,15,1.7,Barefoot,08,Cloudy
1145,20230107,06:23 am,105,13.1,Barefoot,06,Rainy
1144,20230106,09:05 am,17,1.6,Barefoot,06,Cloudy
1143,20230105,08:40 am,15,1.0,Barefoot,10,Clear
1143,20230105,06:24 am,80,10.0,Barefoot,09,Clear
1142,20230104,09:31 am,33,3.6,Barefoot,05,Cloudy
1141,20230103,10:46 am,21,2.2,Barefoot,05,Rainy
1140,20230102,11:03 am,56,7.5,Barefoot,03,Sunny
1140,20230102,10:48 am,13,1.1,Barefoot,03,Sunny
1139,20230101,10:46 am,50,6.6,Barefoot,07,Cloudy
1139,20230101,10:27 am,18,1.4,Barefoot,07,Cloudy
