streak#,date,startTime,runningTime(min),Distance(mile),Shoes,temperature(C),weather
2341,20260417,3:57 PM,38,4.07,Pro 4,12,Sunny
2340,20260416,11:08 PM,52.08,6.85,Pro 4,07,Sunny
2339,20260415,10:28 PM,32.13,3.83,SL2,03,Cloudy
2338,20260414,12:44 PM,31.78,3.49,Boston 12,06,Rainy
2337,20260413,4:49 PM,62.25,8.01,Boston 12,08,Cloudy
2336,20260412,7:58 AM,22.05,2.59,Barefoot,09,Cloudy
2335,20260411,2:42 PM,99.02,11.42,Boston 12,11,Cloudy
2334,20260410,8:15 PM,19.75,2.03,SL2,15,Sunny
2333,20260409,11:29 PM,38.58,3.7,Barefoot,12,Sunny
2332,20260408,8:56 AM,39.22,5,Pro 4,06,Sunny
2331,20260407,11:56 PM,25.02,2.07,Barefoot,08,Sunny
2330,20260406,6:20 PM,20.08,1.72,Barefoot,17,Sunny
2329,20260405,9:12 AM,169.03,22.16,VF3,09,Sunny
2328,20260404,6:18 PM,32.02,3.59,Pro 4,15,Sunny
2327,20260403,11:45 PM,38,3.75,Barefoot,09,Sunny
2326,20260402,6:33 PM,48.02,6.16,VF3,09,Cloudy
2325,20260401,11:17 PM,40.02,5.05,Boston 12,06,Sunny
2324,20260331,11:26 PM,52.07,5.09,Barefoot,11,Cloudy
2323,20260330,8:04 PM,76.08,9.75,VF3,07,Sunny
2322,20260329,9:29 AM,44.02,4.05,Barefoot,06,Cloudy
2321,20260328,5:35 AM,175.02,22.55,SL2,05,Sunny
2320,20260327,3:57 PM,38,4.46,Pro 4,12,Sunny
2319,20260326,10:41 PM,69,9.32,Boston 12,06,Sunny
2318,20260325,11:39 PM,48,5.18,VaporGlove3,04,Cloudy
2317,20260324,11:35 PM,43.05,4.42,Barefoot,08,Sunny
2316,20260323,6:21 PM,89,11.4,VF3,09,Sunny
2315,20260322,11:33 PM,39,3.74,Barefoot,06,Sunny
2314,20260321,5:55 AM,164.02,20.05,SL2,06,Cloudy
2313,20260320,5:39 PM,52.05,6.16,Pro 4,13,Sunny
2312,20260319,2:58 PM,98.02,13.15,Boston 12,11,Cloudy
2311,20260318,11:34 PM,54,6.15,VaporGlove3,10,Cloudy
2310,20260317,10:22 PM,34.88,4.6,SL2,11,Rainy
2310,20260317,11:01 PM,48,5.72,SL2,11,Rainy
2309,20260316,11:52 PM,33,3.71,SL2,11,Cloudy
2308,20260315,2:10 PM,31.03,3.55,SL2,09,Cloudy
2307,20260314,10:35 AM,109.13,13.15,SL2,02,Cloudy
2306,20260313,4:40 PM,108,14.58,Boston 12,01,Rainy
2305,20260312,11:33 PM,29.02,3.24,VaporGlove3,03,Rainy
2304,20260311,12:04 PM,58.08,6.7,SL2,05,Rainy
2303,20260310,11:51 PM,26,3.29,SL2,05,Cloudy
2302,20260309,10:55 PM,15.78,1.77,SL2,03,Cloudy
2301,20260308,3:06 PM,53.02,6.04,SL2,06,Cloudy
2300,20260307,2:31 PM,88.02,12.1,Boston 12,11,Cloudy
2299,20260306,1:52 PM,50.1,6.25,SL2,10,Rainy
2298,20260305,11:42 PM,70.02,9.03,VaporGlove3,07,Cloudy
2297,20260304,12:10 PM,56.03,6.48,SL2,10,Cloudy
2296,20260303,5:27 PM,69.12,9.22,VaporGlove3,10,Rainy
2295,20260302,11:40 PM,18.9,2.04,SL2,10,Sunny
2294,20260301,9:24 AM,89,11.07,SL2,06,Sunny
2293,20260228,11:40 PM,20.35,2.43,SL2,10,Cloudy
2292,20260227,4:09 PM,101.03,14.07,VaporGlove3,10,Cloudy
2291,20260226,10:41 PM,62.02,6.6,Barefoot,07,Cloudy
2290,20260225,4:04 PM,60.13,7.31,Boston 12,09,Cloudy
2289,20260224,12:35 PM,75.02,9.86,VF3,07,Cloudy
2288,20260223,11:39 PM,16.08,1.7,VaporGlove3,05,Sunny
2287,20260222,10:47 PM,23,2.17,VaporGlove3,07,Rainy
2286,20260221,7:33 AM,125.88,13.15,SL2,05,Cloudy
2285,20260220,11:15 PM,34.13,3.64,VaporGlove3,05,Cloudy
2284,20260219,3:08 PM,19.1,3.60,SL2,05,Sunny
2283,20260218,6:37 PM,15.97,1.57,SL2,03,Cloudy
2282,20260217,6:26 PM,7.37,0.7,VaporGlove3,06,Cloudy
2281,20260216,1:44 PM,15.93,1.66,VaporGlove3,06,Cloudy
2280,20260215,11:34 PM,27.03,2.57,SL2,02,Sunnt
2279,20260214,2:53 PM,109.03,14.4,Boston 12,08,Cloudy
2278,20260213,8:42 AM,78.08,10.66,VF3,06,Cloudy
2277,20260212,11:32 PM,31.02,3.67,VF3,07,Cloudy
2276,20260211,11:29 PM,40.02,4.2,Barefoot,03,Sunny
2275,20260210,1:20 PM,80.02,10.28,VF3,11,Sunny
2274,20260209,11:49 PM,16,1.73,SL2,06,Cloudy
2273,20260208,10:17 AM,114.08,12.46,Boston 12,02,Cloudy
2272,20260207,11:46 PM,12.93,1.28,VaporGlove3,10,Cloudy
2271,20260206,3:36 PM,152,20.11,VF3,13,Sunny
2270,20260205,11:31 PM,36.02,3.74,SL2,06,Sunny
2269,20260204,12:00 PM,53.05,6.59,SL2,12,Sunny
2268,20260203,11:53 AM,64.05,8.87,VF3,10,Cloudy
2267,20260202,11:13 PM,38.12,3.73,Barefoot,11,Cloudy
2266,20260201,1:35 PM,55.98,6.81,Barefoot,11,Cloudy
2265,20260131,6:06 AM,107.02,12.7,SL2,07,Cloudy
2264,20260130,6:11 AM,40.23,4.18,SL2,07,Sunny
2263,20260129,3:11 PM,111,13.3,VaporGlove3,09,Cloudy
2262,20260128,11:04 PM,60,6.8,SL2,07,Cloudy
2261,20260127,9:26 PM,61.07,6.97,SL2,06,Rainy
2260,20260126,11:33 AM,14.12,1.44,SL2,02,Cloudy
2260,20260126,9:52 PM,78.1,8.21,SL2,02,Sunny
2259,20260125,4:43 PM,114.82,13.15,Boston 12,05,Sunny
2258,20260124,8:40 AM,43.03,5.18,Boston 12,-02,Sunny
2258,20260124,2:33 PM,133.02,16.27,Boston 12,17,Sunny
2257,20260123,10:36 AM,112.02,13.5,Boston 12,05,Sunny
2256,20260122,2:20 PM,115.02,13.28,SL2,05,Sunny
2255,20260121,6:09 AM,36.03,3.69,SL2,03,Cloudy
2255,20260121,12:11 PM,97,11.07,VaporGlove3,-01,Cloudy
2254,20260120,9:55 PM,75.02,8.05,SL2,02,Cloudy
2253,20260119,4:13 PM,54.03,6.12,SL2,07,Cloudy
2252,20260118,10:59 AM,117,13.25,Boston 12,04,Sunny
2252,20260118,4:23 PM,108,11.68,SL2,07,Sunny
2251,20260117,8:59 AM,14.9,1.44,Boston 12,02,Sunny
2251,20260117,9:32 AM,111,13.23,Boston 12,06,Sunny
2251,20260117,5:13 PM,62,6.65,SL2,08,Sunny
2250,20260116,5:54 AM,40.02,4.25,Boston 12,11,Sunny
2250,20260116,2:22 PM,121.03,16.06,SL2,05,Cloudy
2249,20260115,4:41 PM,37.07,3.95,VaporGlove3,09,Cloudy
2248,20260114,12:00 PM,114,13.61,Boston 10,10,Sunny
2247,20260113,12:36 PM,107,13.22,SL2,07,Cloudy
2246,20260112,11:52 AM,34.03,4.01,SL2,10,Cloudy
2246,20260112,5:39 PM,58,6.58,VF3,10,Rainy
2245,20260111,8:41 AM,125.67,13.18,VaporGlove3,08,Cloudy
2245,20260111,7:36 PM,25.32,2.57,SL2,06,Cloudy
2244,20260110,8:07 AM,106.03,13.2,VaporGlove3,08,Sunny
2244,20260110,1:34 PM,5.3,0.39,VaporGlove3,08,Sunny
2244,20260110,2:13 PM,5.3,0.51,Boston 12,02,Sunny
2243,20260109,3:32 PM,79.15,9.06,SL2,10,Cloudy
2242,20260108,3:07 PM,110.05,14,VF3,07,Cloudy
2241,20260107,11:08 AM,99.05,13.15,Boston 12,06,Rainy
2240,20260106,8:27 AM,94,11.11,SL2,05,Rainy
2239,20260105,10:13 PM,99.02,11.18,SL2,03,Sunny
2238,20260104,01:42 pm,100,10.06,Boston 12,07,Cloudy
2238,20260104,07:44 am,48,3.36,Boston 12,01,Snowy
2237,20260103,02:18 pm,97,10.18,Boston 12,05,Snowy
2236,20260102,12:00 pm,114,14.34,Boston 12,07,Cloudy
2235,20260101,10:59 pm,21,2.26,VaporGlove3,06,Rainy
